data;data;data dec;hora dec;tag (offset);day mod count;incr;qdade casas;variância;dias:;Num ultima linha;hora;incr;dia;hora dec;tag;habilitar sleep;hora limite;num ult linha;inc hora
2019-10-07 22:30:00;;;;190;;;30;00:15:00;22;662;21:00:00;0;43745;;;extendido?;23:50:00;376;00:10:00
2019-10-07 22:12:03;2019-10-07 22:12:03;43745;12/30/99 10:12 PM;191;0;0;;;;;21:10:00;0;43745;0.881944444444444;192;1;;;
2019-10-07 22:06:12;2019-10-07 22:06:12;43745;12/30/99 10:06 PM;192;0,033333333333333;0,033333333333333;;;;;21:20:00;0;43745;0.888888888888889;192;1;;;
2019-10-07 22:32:35;2019-10-07 22:32:35;43745;12/30/99 10:32 PM;193;0,066666666666667;0,066666666666667;;;;;21:30:00;0;43745;0.895833333333333;192;1;;;
2019-10-07 22:55:01;2019-10-07 22:55:01;43745;12/30/99 10:55 PM;194;0,1;0,1;;;;;21:40:00;0;43745;0.902777777777778;192;1;;;
2019-10-07 22:14:04;2019-10-07 22:14:04;43745;12/30/99 10:14 PM;195;0,133333333333333;0,133333333333333;;;;;21:50:00;0;43745;0.909722222222222;192;1;;;
2019-10-07 22:43:46;2019-10-07 22:43:46;43745;12/30/99 10:43 PM;196;0,166666666666667;0,166666666666667;;;;;22:00:00;0;43745;0.916666666666667;192;1;;;
2019-10-07 22:06:42;2019-10-07 22:06:42;43745;12/30/99 10:06 PM;197;0,2;0,2;;;;;22:10:00;0;43745;0.923611111111111;192;0;;;
2019-10-07 22:56:11;2019-10-07 22:56:11;43745;12/30/99 10:56 PM;198;0,233333333333333;0,233333333333333;;;;;22:20:00;0;43745;0.930555555555555;192;0;;;
2019-10-07 22:35:14;2019-10-07 22:35:14;43745;12/30/99 10:35 PM;199;0,266666666666667;0,266666666666667;;;;;22:30:00;0;43745;0.9375;192;0;;;
2019-10-07 22:48:53;2019-10-07 22:48:53;43745;12/30/99 10:48 PM;200;0,3;0,3;;;;;22:40:00;0;43745;0.944444444444444;192;0;;;
2019-10-07 22:43:57;2019-10-07 22:43:57;43745;12/30/99 10:43 PM;201;0,333333333333333;0,333333333333333;;;;;22:50:00;0;43745;0.951388888888889;192;0;;;
2019-10-07 22:24:50;2019-10-07 22:24:50;43745;12/30/99 10:24 PM;202;0,366666666666667;0,366666666666667;;;;;23:00:00;0;43745;0.958333333333333;192;0;;;
2019-10-07 22:43:59;2019-10-07 22:43:59;43745;12/30/99 10:43 PM;203;0,4;0,4;;;;;23:10:00;0;43745;0.965277777777778;192;0;;;
2019-10-07 22:18:02;2019-10-07 22:18:02;43745;12/30/99 10:18 PM;204;0,433333333333333;0,433333333333333;;;;;23:20:00;0;43745;0.972222222222222;192;0;;;
2019-10-07 22:45:59;2019-10-07 22:45:59;43745;12/30/99 10:45 PM;205;0,466666666666667;0,466666666666667;;;;;23:30:00;0;43745;0.979166666666667;192;0;;;
2019-10-07 22:16:01;2019-10-07 22:16:01;43745;12/30/99 10:16 PM;206;0,5;0,5;;;;;23:40:00;0;43745;0.986111111111111;192;0;;;
2019-10-07 22:56:03;2019-10-07 22:56:03;43745;12/30/99 10:56 PM;207;0,533333333333333;0,533333333333333;;;;;23:50:00;0;43745;0.993055555555556;192;0;;;
2019-10-07 22:49:03;2019-10-07 22:49:03;43745;12/30/99 10:49 PM;208;0,566666666666667;0,566666666666667;;;;;21:10:00;30;43746;0.881944444444444;192;1;;;
2019-10-07 22:03:24;2019-10-07 22:03:24;43745;12/30/99 10:03 PM;209;0,6;0,6;;;;;21:20:00;30;43746;0.888888888888889;192;1;;;
2019-10-07 22:37:59;2019-10-07 22:37:59;43745;12/30/99 10:37 PM;210;0,633333333333333;0,633333333333333;;;;;21:30:00;30;43746;0.895833333333333;192;1;;;
2019-10-07 22:25:44;2019-10-07 22:25:44;43745;12/30/99 10:25 PM;211;0,666666666666667;0,666666666666667;;;;;21:40:00;30;43746;0.902777777777778;192;1;;;
