data;data;data dec;hora dec;tag (offset);day mod count;incr;qdade casas;variância;dias:;Num ultima linha;hora;incr;dia;hora dec;tag;habilitar sleep;hora limite;num ult linha;inc hora
2019-10-07 17:00:00;;;;280;;;20;00:15:00;22;442;08:00:00;0;43745;;;extendido?;23:50:00;2092;00:10:00
2019-10-07 17:14:52;2019-10-07 17:14:52;43745;12/30/99 05:14 PM;281;0;0;;;;;08:10:00;0;43745;0.340277777777778;282;0;;;
2019-10-07 16:55:46;2019-10-07 16:55:46;43745;12/30/99 04:55 PM;282;0,05;0,05;;;;;08:20:00;0;43745;0.347222222222222;282;0;;;
2019-10-07 17:07:44;2019-10-07 17:07:44;43745;12/30/99 05:07 PM;283;0,1;0,1;;;;;08:30:00;0;43745;0.354166666666667;282;0;;;
2019-10-07 17:05:30;2019-10-07 17:05:30;43745;12/30/99 05:05 PM;284;0,15;0,15;;;;;08:40:00;0;43745;0.361111111111111;282;0;;;
2019-10-07 16:38:33;2019-10-07 16:38:33;43745;12/30/99 04:38 PM;285;0,2;0,2;;;;;08:50:00;0;43745;0.368055555555555;282;0;;;
2019-10-07 16:40:28;2019-10-07 16:40:28;43745;12/30/99 04:40 PM;286;0,25;0,25;;;;;09:00:00;0;43745;0.375;282;0;;;
2019-10-07 16:49:57;2019-10-07 16:49:57;43745;12/30/99 04:49 PM;287;0,3;0,3;;;;;09:10:00;0;43745;0.381944444444444;282;0;;;
2019-10-07 16:48:15;2019-10-07 16:48:15;43745;12/30/99 04:48 PM;288;0,35;0,35;;;;;09:20:00;0;43745;0.388888888888889;282;0;;;
2019-10-07 16:58:17;2019-10-07 16:58:17;43745;12/30/99 04:58 PM;289;0,4;0,4;;;;;09:30:00;0;43745;0.395833333333333;282;0;;;
2019-10-07 16:47:18;2019-10-07 16:47:18;43745;12/30/99 04:47 PM;290;0,45;0,45;;;;;09:40:00;0;43745;0.402777777777778;282;0;;;
2019-10-07 16:54:23;2019-10-07 16:54:23;43745;12/30/99 04:54 PM;291;0,5;0,5;;;;;09:50:00;0;43745;0.409722222222222;282;0;;;
2019-10-07 17:07:33;2019-10-07 17:07:33;43745;12/30/99 05:07 PM;292;0,55;0,55;;;;;10:00:00;0;43745;0.416666666666667;282;0;;;
2019-10-07 16:47:57;2019-10-07 16:47:57;43745;12/30/99 04:47 PM;293;0,6;0,6;;;;;10:10:00;0;43745;0.423611111111111;282;0;;;
2019-10-07 17:00:06;2019-10-07 17:00:06;43745;12/30/99 05:00 PM;294;0,65;0,65;;;;;10:20:00;0;43745;0.430555555555556;282;0;;;
2019-10-07 17:05:45;2019-10-07 17:05:45;43745;12/30/99 05:05 PM;295;0,7;0,7;;;;;10:30:00;0;43745;0.4375;282;0;;;
2019-10-07 16:56:34;2019-10-07 16:56:34;43745;12/30/99 04:56 PM;296;0,75;0,75;;;;;10:40:00;0;43745;0.444444444444444;282;0;;;
2019-10-07 17:11:44;2019-10-07 17:11:44;43745;12/30/99 05:11 PM;297;0,8;0,8;;;;;10:50:00;0;43745;0.451388888888889;282;0;;;
2019-10-07 17:16:12;2019-10-07 17:16:12;43745;12/30/99 05:16 PM;298;0,85;0,85;;;;;11:00:00;0;43745;0.458333333333333;282;0;;;
2019-10-07 17:18:04;2019-10-07 17:18:04;43745;12/30/99 05:18 PM;299;0,9;0,9;;;;;11:10:00;0;43745;0.465277777777778;282;0;;;
2019-10-07 17:01:58;2019-10-07 17:01:58;43745;12/30/99 05:01 PM;300;0,95;0,95;;;;;11:20:00;0;43745;0.472222222222222;282;0;;;
2019-10-08 17:31:00;2019-10-08 17:31:00;43746;12/30/99 05:31 PM;281;1;1;;;;;11:30:00;0;43745;0.479166666666667;282;0;;;
2019-10-08 17:16:17;2019-10-08 17:16:17;43746;12/30/99 05:16 PM;282;1,05;1,05;;;;;11:40:00;0;43745;0.486111111111111;282;0;;;
2019-10-08 16:59:06;2019-10-08 16:59:06;43746;12/30/99 04:59 PM;283;1,1;1,1;;;;;11:50:00;0;43745;0.493055555555556;282;0;;;
2019-10-08 17:06:37;2019-10-08 17:06:37;43746;12/30/99 05:06 PM;284;1,15;1,15;;;;;12:00:00;0;43745;0.5;282;0;;;
2019-10-08 16:54:21;2019-10-08 16:54:21;43746;12/30/99 04:54 PM;285;1,2;1,2;;;;;12:10:00;0;43745;0.506944444444444;282;0;;;
2019-10-08 16:45:00;2019-10-08 16:45:00;43746;12/30/99 04:45 PM;286;1,25;1,25;;;;;12:20:00;0;43745;0.513888888888889;282;0;;;
2019-10-08 16:58:25;2019-10-08 16:58:25;43746;12/30/99 04:58 PM;287;1,3;1,3;;;;;12:30:00;0;43745;0.520833333333333;282;0;;;
2019-10-08 17:00:34;2019-10-08 17:00:34;43746;12/30/99 05:00 PM;288;1,35;1,35;;;;;12:40:00;0;43745;0.527777777777778;282;0;;;
2019-10-08 16:56:34;43746.7059531328;43746;0.705953132761351;289;1,4;1,4;;;;;12:50:00;0;43745;0.534722222222222;282;0;;;
2019-10-08 17:12:20;43746.7168947476;43746;0.716894747594779;290;1,45;1,45;;;;;13:00:00;0;43745;0.541666666666667;282;0;;;
2019-10-08 16:49:21;43746.700933308;43746;0.700933308020467;291;1,5;1,5;;;;;13:10:00;0;43745;0.548611111111111;282;0;;;
2019-10-08 16:55:34;43746.7052575135;43746;0.705257513480319;292;1,55;1,55;;;;;13:20:00;0;43745;0.555555555555555;282;0;;;
2019-10-08 16:42:06;43746.6959061765;43746;0.695906176530116;293;1,6;1,6;;;;;13:30:00;0;43745;0.5625;282;0;;;
2019-10-08 17:23:35;43746.7247136685;43746;0.724713668518234;294;1,65;1,65;;;;;13:40:00;0;43745;0.569444444444444;282;0;;;
2019-10-08 16:51:37;43746.7025095043;43746;0.702509504262707;295;1,7;1,7;;;;;13:50:00;0;43745;0.576388888888889;282;0;;;
2019-10-08 16:34:43;43746.6907752091;43746;0.690775209084677;296;1,75;1,75;;;;;14:00:00;0;43745;0.583333333333333;282;0;;;
2019-10-08 17:19:00;43746.7215303523;43746;0.721530352304399;297;1,8;1,8;;;;;14:10:00;0;43745;0.590277777777778;282;0;;;
2019-10-08 17:12:43;43746.7171602063;43746;0.717160206273547;298;1,85;1,85;;;;;14:20:00;0;43745;0.597222222222222;282;0;;;
2019-10-08 16:58:42;43746.7074251217;43746;0.707425121654524;299;1,9;1,9;;;;;14:30:00;0;43745;0.604166666666667;282;0;;;
2019-10-08 17:20:28;43746.7225506384;43746;0.722550638427492;300;1,95;1,95;;;;;14:40:00;0;43745;0.611111111111111;282;0;;;
2019-10-09 17:19:44;43747.7220413865;43747;0.722041386521596;281;2;2;;;;;14:50:00;0;43745;0.618055555555556;282;0;;;
2019-10-09 16:28:30;2019-10-09 16:28:30;43747;12/30/99 04:28 PM;282;2,05;2,05;;;;;15:00:00;0;43745;0.625;282;0;;;
2019-10-09 16:55:34;43747.7052553815;43747;0.705255381501047;283;2,1;2,1;;;;;15:10:00;0;43745;0.631944444444444;282;0;;;
2019-10-09 17:14:36;43747.7184739649;43747;0.718473964865552;284;2,15;2,15;;;;;15:20:00;0;43745;0.638888888888889;282;0;;;
2019-10-09 17:00:49;43747.7089006084;43747;0.708900608435215;285;2,2;2,2;;;;;15:30:00;0;43745;0.645833333333333;282;0;;;
2019-10-09 17:08:30;43747.7142323144;43747;0.714232314414403;286;2,25;2,25;;;;;15:40:00;0;43745;0.652777777777778;282;0;;;
2019-10-09 17:05:12;43747.7119418327;43747;0.711941832669254;287;2,3;2,3;;;;;15:50:00;0;43745;0.659722222222222;282;0;;;
2019-10-09 17:07:05;43747.7132561627;43747;0.71325616267859;288;2,35;2,35;;;;;16:00:00;0;43745;0.666666666666667;282;0;;;
2019-10-09 16:32:40;43747.6893557219;43747;0.689355721871834;289;2,4;2,4;;;;;16:10:00;0;43745;0.673611111111111;282;0;;;
2019-10-09 17:24:50;43747.7255833063;43747;0.72558330634638;290;2,45;2,45;;;;;16:20:00;0;43745;0.680555555555555;282;0;;;
2019-10-09 17:11:47;43747.7165129945;43747;0.716512994469667;291;2,5;2,5;;;;;16:30:00;0;43745;0.6875;282;0;;;
2019-10-09 16:54:37;43747.7045999898;43747;0.704599989789131;292;2,55;2,55;;;;;16:40:00;0;43745;0.694444444444444;282;0;;;
2019-10-09 17:11:44;43747.7164769025;43747;0.716476902467548;293;2,6;2,6;;;;;16:50:00;0;43745;0.701388888888889;282;0;;;
2019-10-09 17:08:38;43747.7143329039;43747;0.714332903851755;294;2,65;2,65;;;;;17:00:00;0;43745;0.708333333333333;282;1;;;
2019-10-09 16:59:11;43747.7077702884;43747;0.707770288361644;295;2,7;2,7;;;;;17:10:00;0;43745;0.715277777777778;282;1;;;
