data;data;data dec;hora dec;tag (offset);day mod count;incr;qdade casas;variância;dias:;Num ultima linha;hora;incr;dia;hora dec;tag;habilitar sleep;hora limite;num ult linha;inc hora
2019-10-07 18:00:00;;;;0;;;150;00:15:00;22;3302;15:00:00;0;43745;;;extendido?;23:50:00;1168;00:10:00
2019-10-07 17:59:41;2019-10-07 17:59:41;43745;12/30/99 05:59 PM;1;0;0;;;;;15:10:00;0;43745;0.631944444444444;2;1;;;
2019-10-07 18:24:33;2019-10-07 18:24:33;43745;12/30/99 06:24 PM;2;0,006666666666667;0,006666666666667;;;;;15:20:00;0;43745;0.638888888888889;2;1;;;
2019-10-07 17:41:28;2019-10-07 17:41:28;43745;12/30/99 05:41 PM;3;0,013333333333333;0,013333333333333;;;;;15:30:00;0;43745;0.645833333333333;2;1;;;
2019-10-07 18:10:40;2019-10-07 18:10:40;43745;12/30/99 06:10 PM;4;0,02;0,02;;;;;15:40:00;0;43745;0.652777777777778;2;1;;;
2019-10-07 17:32:16;2019-10-07 17:32:16;43745;12/30/99 05:32 PM;5;0,026666666666667;0,026666666666667;;;;;15:50:00;0;43745;0.659722222222222;2;1;;;
2019-10-07 17:48:10;2019-10-07 17:48:10;43745;12/30/99 05:48 PM;6;0,033333333333333;0,033333333333333;;;;;16:00:00;0;43745;0.666666666666667;2;1;;;
2019-10-07 18:12:04;2019-10-07 18:12:04;43745;12/30/99 06:12 PM;7;0,04;0,04;;;;;16:10:00;0;43745;0.673611111111111;2;1;;;
2019-10-07 17:52:36;2019-10-07 17:52:36;43745;12/30/99 05:52 PM;8;0,046666666666667;0,046666666666667;;;;;16:20:00;0;43745;0.680555555555555;2;1;;;
2019-10-07 18:04:58;2019-10-07 18:04:58;43745;12/30/99 06:04 PM;9;0,053333333333333;0,053333333333333;;;;;16:30:00;0;43745;0.6875;2;1;;;
2019-10-07 18:00:33;2019-10-07 18:00:33;43745;12/30/99 06:00 PM;10;0,06;0,06;;;;;16:40:00;0;43745;0.694444444444444;2;1;;;
2019-10-07 17:58:21;2019-10-07 17:58:21;43745;12/30/99 05:58 PM;11;0,066666666666667;0,066666666666667;;;;;16:50:00;0;43745;0.701388888888889;2;1;;;
2019-10-07 17:47:02;2019-10-07 17:47:02;43745;12/30/99 05:47 PM;12;0,073333333333333;0,073333333333333;;;;;17:00:00;0;43745;0.708333333333333;2;1;;;
2019-10-07 17:46:08;2019-10-07 17:46:08;43745;12/30/99 05:46 PM;13;0,08;0,08;;;;;17:10:00;0;43745;0.715277777777778;2;1;;;
2019-10-07 18:24:31;2019-10-07 18:24:31;43745;12/30/99 06:24 PM;14;0,086666666666667;0,086666666666667;;;;;17:20:00;0;43745;0.722222222222222;2;1;;;
2019-10-07 18:13:49;2019-10-07 18:13:49;43745;12/30/99 06:13 PM;15;0,093333333333333;0,093333333333333;;;;;17:30:00;0;43745;0.729166666666667;2;1;;;
2019-10-07 17:28:44;2019-10-07 17:28:44;43745;12/30/99 05:28 PM;16;0,1;0,1;;;;;17:40:00;0;43745;0.736111111111111;2;1;;;
2019-10-07 18:18:45;2019-10-07 18:18:45;43745;12/30/99 06:18 PM;17;0,106666666666667;0,106666666666667;;;;;17:50:00;0;43745;0.743055555555556;2;1;;;
2019-10-07 17:58:53;2019-10-07 17:58:53;43745;12/30/99 05:58 PM;18;0,113333333333333;0,113333333333333;;;;;18:00:00;0;43745;0.75;2;1;;;
2019-10-07 18:26:13;2019-10-07 18:26:13;43745;12/30/99 06:26 PM;19;0,12;0,12;;;;;18:10:00;0;43745;0.756944444444444;2;1;;;
2019-10-07 17:42:16;2019-10-07 17:42:16;43745;12/30/99 05:42 PM;20;0,126666666666667;0,126666666666667;;;;;18:20:00;0;43745;0.763888888888889;2;1;;;
2019-10-07 17:48:42;2019-10-07 17:48:42;43745;12/30/99 05:48 PM;21;0,133333333333333;0,133333333333333;;;;;18:30:00;0;43745;0.770833333333333;2;0;;;
2019-10-07 18:07:51;2019-10-07 18:07:51;43745;12/30/99 06:07 PM;22;0,14;0,14;;;;;18:40:00;0;43745;0.777777777777778;2;0;;;
2019-10-07 18:09:47;2019-10-07 18:09:47;43745;12/30/99 06:09 PM;23;0,146666666666667;0,146666666666667;;;;;18:50:00;0;43745;0.784722222222222;2;0;;;
2019-10-07 18:02:54;2019-10-07 18:02:54;43745;12/30/99 06:02 PM;24;0,153333333333333;0,153333333333333;;;;;19:00:00;0;43745;0.791666666666667;2;0;;;
2019-10-07 17:51:17;2019-10-07 17:51:17;43745;12/30/99 05:51 PM;25;0,16;0,16;;;;;19:10:00;0;43745;0.798611111111111;2;0;;;
2019-10-07 17:30:05;2019-10-07 17:30:05;43745;12/30/99 05:30 PM;26;0,166666666666667;0,166666666666667;;;;;19:20:00;0;43745;0.805555555555555;2;0;;;
2019-10-07 18:02:07;2019-10-07 18:02:07;43745;12/30/99 06:02 PM;27;0,173333333333333;0,173333333333333;;;;;19:30:00;0;43745;0.8125;2;0;;;
2019-10-07 18:56:21;2019-10-07 18:56:21;43745;12/30/99 06:56 PM;28;0,18;0,18;;;;;19:40:00;0;43745;0.819444444444444;2;0;;;
2019-10-07 18:11:17;43745.7578408071;43745;0.757840807069442;29;0,186666666666667;0,186666666666667;;;;;19:50:00;0;43745;0.826388888888889;2;0;;;
2019-10-07 18:15:39;43745.7608625761;43745;0.760862576142245;30;0,193333333333333;0,193333333333333;;;;;20:00:00;0;43745;0.833333333333333;2;0;;;
2019-10-07 18:08:09;43745.755663934;43745;0.755663934040058;31;0,2;0,2;;;;;20:10:00;0;43745;0.840277777777778;2;0;;;
2019-10-07 18:15:38;43745.7608580804;43745;0.760858080357139;32;0,206666666666666;0,206666666666666;;;;;20:20:00;0;43745;0.847222222222222;2;0;;;
2019-10-07 17:46:42;43745.7407667398;43745;0.740766739749233;33;0,213333333333333;0,213333333333333;;;;;20:30:00;0;43745;0.854166666666667;2;0;;;
2019-10-07 18:22:34;43745.7656764987;43745;0.765676498718676;34;0,22;0,22;;;;;20:40:00;0;43745;0.861111111111111;2;0;;;
2019-10-07 18:12:45;43745.7588491437;43745;0.758849143683619;35;0,226666666666666;0,226666666666666;;;;;20:50:00;0;43745;0.868055555555556;2;0;;;
2019-10-07 17:54:48;43745.7463879052;43745;0.746387905244774;36;0,233333333333333;0,233333333333333;;;;;21:00:00;0;43745;0.875;2;0;;;
2019-10-07 18:03:03;43745.7521139477;43745;0.752113947652106;37;0,24;0,24;;;;;21:10:00;0;43745;0.881944444444444;2;0;;;
2019-10-07 18:07:35;43745.7552670282;43745;0.755267028231174;38;0,246666666666666;0,246666666666666;;;;;21:20:00;0;43745;0.888888888888889;2;0;;;
2019-10-07 17:42:28;43745.7378290323;43745;0.737829032303125;39;0,253333333333333;0,253333333333333;;;;;21:30:00;0;43745;0.895833333333333;2;0;;;
2019-10-07 18:05:06;43745.7535437113;43745;0.753543711296516;40;0,26;0,26;;;;;21:40:00;0;43745;0.902777777777778;2;0;;;
2019-10-07 17:31:32;43745.7302366853;43745;0.730236685347336;41;0,266666666666666;0,266666666666666;;;;;21:50:00;0;43745;0.909722222222222;2;0;;;
2019-10-07 17:51:43;43745.7442445502;43745;0.744244550194708;42;0,273333333333333;0,273333333333333;;;;;22:00:00;0;43745;0.916666666666667;2;0;;;
2019-10-07 17:58:59;43745.7492940261;43745;0.749294026107236;43;0,28;0,28;;;;;22:10:00;0;43745;0.923611111111111;2;0;;;
2019-10-07 17:43:39;43745.7386498657;43745;0.738649865648767;44;0,286666666666666;0,286666666666666;;;;;22:20:00;0;43745;0.930555555555555;2;0;;;
2019-10-07 17:57:49;43745.7484799255;43745;0.748479925496213;45;0,293333333333333;0,293333333333333;;;;;22:30:00;0;43745;0.9375;2;0;;;
2019-10-07 17:54:36;43745.7462545729;43745;0.746254572943144;46;0,3;0,3;;;;;22:40:00;0;43745;0.944444444444444;2;0;;;
2019-10-07 18:03:52;43745.7526796013;43745;0.75267960131896;47;0,306666666666666;0,306666666666666;;;;;22:50:00;0;43745;0.951388888888889;2;0;;;
2019-10-07 18:23:27;43745.7662866557;43745;0.766286655656586;48;0,313333333333333;0,313333333333333;;;;;23:00:00;0;43745;0.958333333333333;2;0;;;
2019-10-07 18:18:44;43745.7630118099;43745;0.763011809933232;49;0,32;0,32;;;;;23:10:00;0;43745;0.965277777777778;2;0;;;
2019-10-07 17:29:25;43745.7287645358;43745;0.728764535757364;50;0,326666666666666;0,326666666666666;;;;;23:20:00;0;43745;0.972222222222222;2;0;;;
2019-10-07 18:01:52;43745.7512983493;43745;0.751298349328863;51;0,333333333333333;0,333333333333333;;;;;23:30:00;0;43745;0.979166666666667;2;0;;;
2019-10-07 17:59:08;43745.7493944354;43745;0.749394435399154;52;0,34;0,34;;;;;23:40:00;0;43745;0.986111111111111;2;0;;;
2019-10-07 17:47:31;43745.7413303009;43745;0.741330300923437;53;0,346666666666666;0,346666666666666;;;;;23:50:00;0;43745;0.993055555555556;2;0;;;
2019-10-07 18:33:04;43745.7729658768;43745;0.772965876778471;54;0,353333333333333;0,353333333333333;;;;;15:10:00;150;43746;0.631944444444444;2;1;;;
2019-10-07 18:21:40;43745.7650490894;43745;0.765049089372042;55;0,36;0,36;;;;;15:20:00;150;43746;0.638888888888889;2;1;;;
2019-10-07 17:56:04;43745.7472670982;43745;0.747267098195152;56;0,366666666666666;0,366666666666666;;;;;15:30:00;150;43746;0.645833333333333;2;1;;;
2019-10-07 17:53:08;43745.7452348913;43745;0.745234891262953;57;0,373333333333333;0,373333333333333;;;;;15:40:00;150;43746;0.652777777777778;2;1;;;
2019-10-07 17:57:16;43745.748103375;43745;0.748103374993661;58;0,38;0,38;;;;;15:50:00;150;43746;0.659722222222222;2;1;;;
2019-10-07 18:26:00;43745.7680533034;43745;0.768053303356282;59;0,386666666666666;0,386666666666666;;;;;16:00:00;150;43746;0.666666666666667;2;1;;;
2019-10-07 17:46:43;43745.7407788727;43745;0.740778872685041;60;0,393333333333333;0,393333333333333;;;;;16:10:00;150;43746;0.673611111111111;2;1;;;
2019-10-07 17:53:17;43745.7453302423;43745;0.745330242323689;61;0,4;0,4;;;;;16:20:00;150;43746;0.680555555555555;2;1;;;
2019-10-07 18:25:43;43745.7678606449;43745;0.767860644897155;62;0,406666666666666;0,406666666666666;;;;;16:30:00;150;43746;0.6875;2;1;;;
2019-10-07 18:06:29;43745.7545029716;43745;0.754502971620241;63;0,413333333333333;0,413333333333333;;;;;16:40:00;150;43746;0.694444444444444;2;1;;;
2019-10-07 17:23:59;43745.7249843177;43745;0.724984317726921;64;0,42;0,42;;;;;16:50:00;150;43746;0.701388888888889;2;1;;;
2019-10-07 17:41:12;43745.7369396839;43745;0.736939683949458;65;0,426666666666666;0,426666666666666;;;;;17:00:00;150;43746;0.708333333333333;2;1;;;
2019-10-07 17:49:00;43745.7423563673;43745;0.742356367270986;66;0,433333333333333;0,433333333333333;;;;;17:10:00;150;43746;0.715277777777778;2;1;;;
2019-10-07 18:07:02;43745.7548843472;43745;0.754884347152256;67;0,439999999999999;0,439999999999999;;;;;17:20:00;150;43746;0.722222222222222;2;1;;;
2019-10-07 17:43:00;43745.7381929097;43745;0.738192909644567;68;0,446666666666666;0,446666666666666;;;;;17:30:00;150;43746;0.729166666666667;2;1;;;
2019-10-07 18:18:45;43745.7630221009;43745;0.763022100945818;69;0,453333333333333;0,453333333333333;;;;;17:40:00;150;43746;0.736111111111111;2;1;;;
2019-10-07 18:06:06;43745.7542399535;43745;0.754239953486831;70;0,459999999999999;0,459999999999999;;;;;17:50:00;150;43746;0.743055555555556;2;1;;;
2019-10-07 18:17:38;43745.7622453434;43745;0.762245343372342;71;0,466666666666666;0,466666666666666;;;;;18:00:00;150;43746;0.75;2;0;;;
2019-10-07 18:14:01;43745.7597392509;43745;0.759739250861458;72;0,473333333333333;0,473333333333333;;;;;18:10:00;150;43746;0.756944444444444;2;0;;;
2019-10-07 17:57:05;43745.7479695529;43745;0.747969552845461;73;0,479999999999999;0,479999999999999;;;;;18:20:00;150;43746;0.763888888888889;2;0;;;
2019-10-07 17:39:25;43745.7357099626;43745;0.735709962638794;74;0,486666666666666;0,486666666666666;;;;;18:30:00;150;43746;0.770833333333333;2;0;;;
2019-10-07 18:08:09;43745.7556569987;43745;0.75565699867002;75;0,493333333333333;0,493333333333333;;;;;18:40:00;150;43746;0.777777777777778;2;0;;;
2019-10-07 17:58:42;43745.7490988113;43745;0.749098811320437;76;0,499999999999999;0,499999999999999;;;;;18:50:00;150;43746;0.784722222222222;2;0;;;
2019-10-07 17:56:12;43745.7473616304;43745;0.747361630375963;77;0,506666666666666;0,506666666666666;;;;;19:00:00;150;43746;0.791666666666667;2;0;;;
2019-10-07 17:40:23;43745.7363797771;43745;0.736379777110415;78;0,513333333333333;0,513333333333333;;;;;19:10:00;150;43746;0.798611111111111;2;0;;;
2019-10-07 17:46:41;43745.7407515948;43745;0.740751594777976;79;0,519999999999999;0,519999999999999;;;;;19:20:00;150;43746;0.805555555555555;2;0;;;
2019-10-07 17:43:27;2019-10-07 17:43:27;43745;12/30/99 05:43 PM;80;0,526666666666666;0,526666666666666;;;;;19:30:00;150;43746;0.8125;2;0;;;
2019-10-07 17:58:57;2019-10-07 17:58:57;43745;12/30/99 05:58 PM;81;0,533333333333333;0,533333333333333;;;;;19:40:00;150;43746;0.819444444444444;2;0;;;
2019-10-07 17:33:33;2019-10-07 17:33:33;43745;12/30/99 05:33 PM;82;0,54;0,54;;;;;19:50:00;150;43746;0.826388888888889;2;0;;;
2019-10-07 18:11:45;2019-10-07 18:11:45;43745;12/30/99 06:11 PM;83;0,546666666666666;0,546666666666666;;;;;20:00:00;150;43746;0.833333333333333;2;0;;;
2019-10-07 17:56:36;2019-10-07 17:56:36;43745;12/30/99 05:56 PM;84;0,553333333333333;0,553333333333333;;;;;20:10:00;150;43746;0.840277777777778;2;0;;;
2019-10-07 17:47:25;2019-10-07 17:47:25;43745;12/30/99 05:47 PM;85;0,56;0,56;;;;;20:20:00;150;43746;0.847222222222222;2;0;;;
2019-10-07 17:50:12;2019-10-07 17:50:12;43745;12/30/99 05:50 PM;86;0,566666666666666;0,566666666666666;;;;;20:30:00;150;43746;0.854166666666667;2;0;;;
2019-10-07 17:46:02;2019-10-07 17:46:02;43745;12/30/99 05:46 PM;87;0,573333333333333;0,573333333333333;;;;;20:40:00;150;43746;0.861111111111111;2;0;;;
2019-10-07 18:15:48;2019-10-07 18:15:48;43745;12/30/99 06:15 PM;88;0,58;0,58;;;;;20:50:00;150;43746;0.868055555555556;2;0;;;
2019-10-07 18:03:07;2019-10-07 18:03:07;43745;12/30/99 06:03 PM;89;0,586666666666667;0,586666666666667;;;;;21:00:00;150;43746;0.875;2;0;;;
2019-10-07 17:55:10;2019-10-07 17:55:10;43745;12/30/99 05:55 PM;90;0,593333333333333;0,593333333333333;;;;;21:10:00;150;43746;0.881944444444444;2;0;;;
2019-10-07 18:15:31;2019-10-07 18:15:31;43745;12/30/99 06:15 PM;91;0,6;0,6;;;;;21:20:00;150;43746;0.888888888888889;2;0;;;
2019-10-07 18:03:31;2019-10-07 18:03:31;43745;12/30/99 06:03 PM;92;0,606666666666667;0,606666666666667;;;;;21:30:00;150;43746;0.895833333333333;2;0;;;
2019-10-07 17:46:27;2019-10-07 17:46:27;43745;12/30/99 05:46 PM;93;0,613333333333333;0,613333333333333;;;;;21:40:00;150;43746;0.902777777777778;2;0;;;
2019-10-07 18:15:36;2019-10-07 18:15:36;43745;12/30/99 06:15 PM;94;0,62;0,62;;;;;21:50:00;150;43746;0.909722222222222;2;0;;;
2019-10-07 18:14:40;2019-10-07 18:14:40;43745;12/30/99 06:14 PM;95;0,626666666666667;0,626666666666667;;;;;22:00:00;150;43746;0.916666666666667;2;0;;;
2019-10-07 18:06:45;2019-10-07 18:06:45;43745;12/30/99 06:06 PM;96;0,633333333333334;0,633333333333334;;;;;22:10:00;150;43746;0.923611111111111;2;0;;;
2019-10-07 18:09:30;2019-10-07 18:09:30;43745;12/30/99 06:09 PM;97;0,64;0,64;;;;;22:20:00;150;43746;0.930555555555555;2;0;;;
2019-10-07 18:10:45;2019-10-07 18:10:45;43745;12/30/99 06:10 PM;98;0,646666666666667;0,646666666666667;;;;;22:30:00;150;43746;0.9375;2;0;;;
2019-10-07 18:25:32;2019-10-07 18:25:32;43745;12/30/99 06:25 PM;99;0,653333333333334;0,653333333333334;;;;;22:40:00;150;43746;0.944444444444444;2;0;;;
2019-10-07 18:08:58;2019-10-07 18:08:58;43745;12/30/99 06:08 PM;100;0,66;0,66;;;;;22:50:00;150;43746;0.951388888888889;2;0;;;
2019-10-07 18:22:32;2019-10-07 18:22:32;43745;12/30/99 06:22 PM;101;0,666666666666667;0,666666666666667;;;;;23:00:00;150;43746;0.958333333333333;2;0;;;
2019-10-07 18:08:23;2019-10-07 18:08:23;43745;12/30/99 06:08 PM;102;0,673333333333334;0,673333333333334;;;;;23:10:00;150;43746;0.965277777777778;2;0;;;
2019-10-07 17:49:23;2019-10-07 17:49:23;43745;12/30/99 05:49 PM;103;0,68;0,68;;;;;23:20:00;150;43746;0.972222222222222;2;0;;;
2019-10-07 18:03:08;2019-10-07 18:03:08;43745;12/30/99 06:03 PM;104;0,686666666666667;0,686666666666667;;;;;23:30:00;150;43746;0.979166666666667;2;0;;;
2019-10-07 17:44:17;2019-10-07 17:44:17;43745;12/30/99 05:44 PM;105;0,693333333333334;0,693333333333334;;;;;23:40:00;150;43746;0.986111111111111;2;0;;;
2019-10-07 18:04:14;2019-10-07 18:04:14;43745;12/30/99 06:04 PM;106;0,700000000000001;0,700000000000001;;;;;23:50:00;150;43746;0.993055555555556;2;0;;;
2019-10-07 18:04:06;2019-10-07 18:04:06;43745;12/30/99 06:04 PM;107;0,706666666666667;0,706666666666667;;;;;15:10:00;300;43747;0.631944444444444;2;1;;;
2019-10-07 18:33:40;2019-10-07 18:33:40;43745;12/30/99 06:33 PM;108;0,713333333333334;0,713333333333334;;;;;15:20:00;300;43747;0.638888888888889;2;1;;;
2019-10-07 17:40:58;2019-10-07 17:40:58;43745;12/30/99 05:40 PM;109;0,720000000000001;0,720000000000001;;;;;15:30:00;300;43747;0.645833333333333;2;1;;;
2019-10-07 18:06:42;2019-10-07 18:06:42;43745;12/30/99 06:06 PM;110;0,726666666666667;0,726666666666667;;;;;15:40:00;300;43747;0.652777777777778;2;1;;;
2019-10-07 17:44:25;2019-10-07 17:44:25;43745;12/30/99 05:44 PM;111;0,733333333333334;0,733333333333334;;;;;15:50:00;300;43747;0.659722222222222;2;1;;;
2019-10-07 17:47:46;2019-10-07 17:47:46;43745;12/30/99 05:47 PM;112;0,740000000000001;0,740000000000001;;;;;16:00:00;300;43747;0.666666666666667;2;1;;;
2019-10-07 17:54:29;2019-10-07 17:54:29;43745;12/30/99 05:54 PM;113;0,746666666666668;0,746666666666668;;;;;16:10:00;300;43747;0.673611111111111;2;1;;;
2019-10-07 17:43:35;2019-10-07 17:43:35;43745;12/30/99 05:43 PM;114;0,753333333333334;0,753333333333334;;;;;16:20:00;300;43747;0.680555555555555;2;1;;;
2019-10-07 17:50:59;2019-10-07 17:50:59;43745;12/30/99 05:50 PM;115;0,760000000000001;0,760000000000001;;;;;16:30:00;300;43747;0.6875;2;1;;;
2019-10-07 18:06:56;2019-10-07 18:06:56;43745;12/30/99 06:06 PM;116;0,766666666666668;0,766666666666668;;;;;16:40:00;300;43747;0.694444444444444;2;1;;;
2019-10-07 18:02:49;2019-10-07 18:02:49;43745;12/30/99 06:02 PM;117;0,773333333333334;0,773333333333334;;;;;16:50:00;300;43747;0.701388888888889;2;1;;;
2019-10-07 17:59:55;2019-10-07 17:59:55;43745;12/30/99 05:59 PM;118;0,780000000000001;0,780000000000001;;;;;17:00:00;300;43747;0.708333333333333;2;1;;;
2019-10-07 18:18:03;2019-10-07 18:18:03;43745;12/30/99 06:18 PM;119;0,786666666666668;0,786666666666668;;;;;17:10:00;300;43747;0.715277777777778;2;1;;;
2019-10-07 17:49:14;2019-10-07 17:49:14;43745;12/30/99 05:49 PM;120;0,793333333333335;0,793333333333335;;;;;17:20:00;300;43747;0.722222222222222;2;1;;;
2019-10-07 17:34:38;2019-10-07 17:34:38;43745;12/30/99 05:34 PM;121;0,800000000000001;0,800000000000001;;;;;17:30:00;300;43747;0.729166666666667;2;1;;;
2019-10-07 18:22:54;2019-10-07 18:22:54;43745;12/30/99 06:22 PM;122;0,806666666666668;0,806666666666668;;;;;17:40:00;300;43747;0.736111111111111;2;1;;;
2019-10-07 17:50:58;2019-10-07 17:50:58;43745;12/30/99 05:50 PM;123;0,813333333333335;0,813333333333335;;;;;17:50:00;300;43747;0.743055555555556;2;1;;;
2019-10-07 18:11:13;2019-10-07 18:11:13;43745;12/30/99 06:11 PM;124;0,820000000000001;0,820000000000001;;;;;18:00:00;300;43747;0.75;2;0;;;
2019-10-07 17:45:03;2019-10-07 17:45:03;43745;12/30/99 05:45 PM;125;0,826666666666668;0,826666666666668;;;;;18:10:00;300;43747;0.756944444444444;2;0;;;
